t,MV,MVP,MVI,MVD,SP,PV,DV,Man
7.000000000000000000e+01,5.000000000000000000e+01,7.307770838975490335e+01,-2.307770837965584576e+01,-1.009905839539839630e-08,6.500000000000000000e+01,4.390999999999999659e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.100000000000000000e+01,5.000000000000000000e+01,7.241935065651385628e+01,-2.241935064175369519e+01,-1.476016197612370609e-08,6.500000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.200000000000000000e+01,5.000000000000000000e+01,7.141448885314595429e+01,-2.141448883061728736e+01,-2.252866827201270586e-08,6.500000000000000000e+01,4.439000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.300000000000000000e+01,5.000000000000000000e+01,7.117193600405715870e+01,-2.117193599861920461e+01,-5.437954623090124803e-09,6.500000000000000000e+01,4.446000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.400000000000000000e+01,5.000000000000000000e+01,7.016707420068925671e+01,-2.016707417816058978e+01,-2.252866816751230894e-08,6.500000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.500000000000000000e+01,5.000000000000000000e+01,6.971661890952432827e+01,-1.971661889942527068e+01,-1.009905836927384714e-08,6.500000000000000000e+01,4.488000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.600000000000000000e+01,5.000000000000000000e+01,6.905826117628330962e+01,-1.905826116152314853e+01,-1.476016197612315353e-08,6.500000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.700000000000000000e+01,5.000000000000000000e+01,6.815735059395348117e+01,-1.815735057375536599e+01,-2.019811639892084428e-08,6.500000000000000000e+01,4.532999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.800000000000000000e+01,5.000000000000000000e+01,6.784549693083928901e+01,-1.784549692384763375e+01,-6.991655845693116376e-09,6.500000000000000000e+01,4.542000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.900000000000000000e+01,5.000000000000000000e+01,6.684063512747140123e+01,-1.684063510494273430e+01,-2.252866818492904011e-08,6.500000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
