t,MV,MVP,MVI,MVD,SP,PV,DV,Man
5.900000000000000000e+01,5.000000000000000000e+01,8.915549724364120721e+01,-3.915549722577364378e+01,-1.786756449970443850e-08,6.500000000000000000e+01,3.927000000000000313e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+01,5.000000000000000000e+01,8.804668421923526012e+01,-3.804668419437604143e+01,-2.485922017993802978e-08,6.500000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.100000000000000000e+01,5.000000000000000000e+01,8.693787119482932724e+01,-3.693787116997010855e+01,-2.485922025831278070e-08,6.500000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.200000000000000000e+01,5.000000000000000000e+01,8.582905817042336594e+01,-3.582905814556414725e+01,-2.485922025831333326e-08,6.500000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.300000000000000000e+01,5.000000000000000000e+01,8.537860287925843750e+01,-3.537860286915937991e+01,-1.009905839539894885e-08,6.500000000000000000e+01,4.035999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.400000000000000000e+01,5.000000000000000000e+01,8.458164351796665414e+01,-3.458164350009909072e+01,-1.786756447357933845e-08,6.500000000000000000e+01,4.059000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.500000000000000000e+01,5.000000000000000000e+01,8.357678171459875216e+01,-3.357678169207008523e+01,-2.252866830684617150e-08,6.500000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.600000000000000000e+01,5.000000000000000000e+01,8.246796869019280507e+01,-3.246796866533358639e+01,-2.485922023218822989e-08,6.500000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.700000000000000000e+01,5.000000000000000000e+01,8.135915566578684377e+01,-3.135915564092762509e+01,-2.485922025831332995e-08,6.500000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.800000000000000000e+01,5.000000000000000000e+01,8.111660281669804817e+01,-3.111660281126009409e+01,-5.437954649215225688e-09,6.500000000000000000e+01,4.159000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
6.900000000000000000e+01,5.000000000000000000e+01,8.011174101333014619e+01,-3.011174099080147926e+01,-2.252866816751230894e-08,6.500000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+01,5.000000000000000000e+01,7.910687920996225841e+01,-2.910687918743359148e+01,-2.252866835909637162e-08,6.500000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.100000000000000000e+01,5.000000000000000000e+01,7.799806618555629711e+01,-2.799806616069707843e+01,-2.485922023218823320e-08,6.500000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.200000000000000000e+01,5.000000000000000000e+01,7.744365967335333778e+01,-2.744365966092372844e+01,-1.242961026849025788e-08,6.500000000000000000e+01,4.264999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.300000000000000000e+01,5.000000000000000000e+01,7.688925316115035002e+01,-2.688925314872074068e+01,-1.242961012915694291e-08,6.500000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.400000000000000000e+01,5.000000000000000000e+01,7.578044013674438872e+01,-2.578044011188517004e+01,-2.485922011897946408e-08,6.500000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.500000000000000000e+01,5.000000000000000000e+01,7.463697670532576467e+01,-2.463697667968969540e+01,-2.563607088267710073e-08,6.500000000000000000e+01,4.346000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.600000000000000000e+01,5.000000000000000000e+01,7.377071653000861318e+01,-2.377071651058734858e+01,-1.942126589647420821e-08,6.500000000000000000e+01,4.371000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.700000000000000000e+01,5.000000000000000000e+01,7.307770838975490335e+01,-2.307770837421789167e+01,-1.553701270498732123e-08,6.500000000000000000e+01,4.390999999999999659e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.800000000000000000e+01,5.000000000000000000e+01,7.241935065651385628e+01,-2.241935064175369519e+01,-1.476016203708227013e-08,6.500000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01,1.000000000000000000e+00
7.900000000000000000e+01,5.000000000000000000e+01,7.131053763210789498e+01,-2.131053760724867630e+01,-2.485922014510456414e-08,6.500000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.000000000000000000e+01,5.000000000000000000e+01,7.016707420068925671e+01,-2.016707417505318745e+01,-2.563607088267710073e-08,6.500000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.100000000000000000e+01,5.000000000000000000e+01,6.930081402537210522e+01,-1.930081400595084062e+01,-1.942126589647420821e-08,6.500000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.200000000000000000e+01,5.000000000000000000e+01,6.860780588511838118e+01,-1.860780586958136951e+01,-1.553701270498787379e-08,6.500000000000000000e+01,4.520000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.300000000000000000e+01,5.000000000000000000e+01,6.749899286071241988e+01,-1.749899283585320120e+01,-2.485922015381293303e-08,6.500000000000000000e+01,4.552000000000000313e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.400000000000000000e+01,5.000000000000000000e+01,6.684063512747140123e+01,-1.684063511271124014e+01,-1.476016214158211615e-08,6.500000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.500000000000000000e+01,5.000000000000000000e+01,6.569717169605276297e+01,-1.569717167041669192e+01,-2.563607076946833822e-08,6.500000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.600000000000000000e+01,5.000000000000000000e+01,6.503881396281173011e+01,-1.503881394805156724e+01,-1.476016215029048339e-08,6.500000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.700000000000000000e+01,5.000000000000000000e+01,6.448440745060874235e+01,-1.448440743817913301e+01,-1.242961015528204297e-08,6.500000000000000000e+01,4.639000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.800000000000000000e+01,5.000000000000000000e+01,6.347954564724085458e+01,-1.347954562471218587e+01,-2.252866824588760580e-08,6.500000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01,1.000000000000000000e+00
8.900000000000000000e+01,5.000000000000000000e+01,6.237073262283490038e+01,-1.237073259797567992e+01,-2.485922023218822989e-08,6.500000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.000000000000000000e+01,5.000000000000000000e+01,6.192027733166997194e+01,-1.192027732157091435e+01,-1.009905839539894885e-08,6.500000000000000000e+01,4.713000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.100000000000000000e+01,5.000000000000000000e+01,6.126191959842894619e+01,-1.126191958366878509e+01,-1.476016197612315353e-08,6.500000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.200000000000000000e+01,5.000000000000000000e+01,6.011845616701030792e+01,-1.011845614137423688e+01,-2.563607076946833491e-08,6.500000000000000000e+01,4.764999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.300000000000000000e+01,5.000000000000000000e+01,5.956404965480732017e+01,-9.564049642377709048e+00,-1.242961027719917436e-08,6.500000000000000000e+01,4.781000000000000227e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.400000000000000000e+01,5.000000000000000000e+01,5.900964314260435373e+01,-9.009643130174744385e+00,-1.242961012915639366e-08,6.500000000000000000e+01,4.796999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.500000000000000000e+01,5.000000000000000000e+01,5.790083011819839953e+01,-7.900830093339179072e+00,-2.485922011897946408e-08,6.500000000000000000e+01,4.828999999999999915e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.600000000000000000e+01,5.000000000000000000e+01,5.699991953586857107e+01,-6.999919515670455006e+00,-2.019811651212961009e-08,6.500000000000000000e+01,4.854999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.700000000000000000e+01,5.000000000000000000e+01,5.679201709379244534e+01,-6.792017089131340946e+00,-4.661103972601256448e-09,6.500000000000000000e+01,4.860999999999999943e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.800000000000000000e+01,5.000000000000000000e+01,5.564855366237381418e+01,-5.648553636737743133e+00,-2.563607065625957241e-08,6.500000000000000000e+01,4.893999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
9.900000000000000000e+01,5.000000000000000000e+01,5.564855366237381418e+01,-5.648553662373814177e+00,-2.873760976063223377e-16,6.500000000000000000e+01,4.893999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,5.000000000000000000e+01,5.453974063796785998e+01,-4.539740613108640410e+00,-2.485921997964560151e-08,6.500000000000000000e+01,4.925999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.010000000000000000e+02,5.000000000000000000e+01,5.453974063796785998e+01,-4.539740637967859982e+00,-2.786677304442259312e-16,6.500000000000000000e+01,4.925999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.020000000000000000e+02,5.000000000000000000e+01,5.343092761356190579e+01,-3.430927588702685771e+00,-2.485921997964560151e-08,6.500000000000000000e+01,4.957999999999999829e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.030000000000000000e+02,5.000000000000000000e+01,5.242606581019401091e+01,-2.426065787665342643e+00,-2.252866838522147168e-08,6.500000000000000000e+01,4.986999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.040000000000000000e+02,5.000000000000000000e+01,5.207956174006714178e+01,-2.079561732298635501e+00,-7.768506496181987212e-09,6.500000000000000000e+01,4.996999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.050000000000000000e+02,5.000000000000000000e+01,5.121330156474999029e+01,-1.213301545328724584e+00,-1.942126569618177664e-08,6.500000000000000000e+01,5.021999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.060000000000000000e+02,5.000000000000000000e+01,5.041634220345819983e+01,-4.163421855906352387e-01,-1.786756457807973537e-08,6.500000000000000000e+01,5.045000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.070000000000000000e+02,5.000000000000000000e+01,5.006983813333135913e+01,-6.983812556285268203e-02,-7.768506443931234540e-09,6.500000000000000000e+01,5.054999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.080000000000000000e+02,5.000000000000000000e+01,4.896102510892540494e+01,1.038974915933815080e+00,-2.485922006672926727e-08,6.500000000000000000e+01,5.086999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.090000000000000000e+02,5.000000000000000000e+01,4.861452103879854292e+01,1.385478968969963587e+00,-7.768506522307085616e-09,6.500000000000000000e+01,5.096999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+02,5.000000000000000000e+01,4.785221208451945074e+01,2.147787932571262992e+00,-1.709071382308991505e-08,6.500000000000000000e+01,5.118999999999999773e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.110000000000000000e+02,5.000000000000000000e+01,4.674339906011349655e+01,3.256600964745723470e+00,-2.485922017122966419e-08,6.500000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.120000000000000000e+02,5.000000000000000000e+01,4.674339906011349655e+01,3.256600939886503898e+00,-2.786677325918514772e-16,6.500000000000000000e+01,5.150999999999999801e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.130000000000000000e+02,5.000000000000000000e+01,4.559993562869483696e+01,4.400064396941234079e+00,-2.563607060400992485e-08,6.500000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.140000000000000000e+02,5.000000000000000000e+01,4.549598440765679896e+01,4.504015594673752787e+00,-2.330552160467406354e-09,6.500000000000000000e+01,5.186999999999999744e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.150000000000000000e+02,5.000000000000000000e+01,4.449112260428890409e+01,5.508877418239763735e+00,-2.252866813267884330e-08,6.500000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.160000000000000000e+02,5.000000000000000000e+01,4.348626080092098789e+01,6.513739221607680818e+00,-2.252866835909692087e-08,6.500000000000000000e+01,5.245000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.170000000000000000e+02,5.000000000000000000e+01,4.338230957988294989e+01,6.617690422447601861e+00,-2.330552125633942781e-09,6.500000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.180000000000000000e+02,5.000000000000000000e+01,4.227349655547699570e+01,7.726503469382223876e+00,-2.485922000577070157e-08,6.500000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.190000000000000000e+02,5.000000000000000000e+01,4.192699248535013368e+01,8.073007522418372162e+00,-7.768506522307083961e-09,6.500000000000000000e+01,5.289999999999999858e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+02,5.000000000000000000e+01,4.113003312405833611e+01,8.869966893809229092e+00,-1.786756444745423839e-08,6.500000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.210000000000000000e+02,5.000000000000000000e+01,4.102608190302029811e+01,8.973918099310253638e+00,-2.330552073383741838e-09,6.500000000000000000e+01,5.315999999999999659e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.220000000000000000e+02,5.000000000000000000e+01,4.002122009965238192e+01,9.978779922876286790e+00,-2.252866813267939255e-08,6.500000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.230000000000000000e+02,5.000000000000000000e+01,4.002122009965238192e+01,9.978779900347618081e+00,-2.525426310079429884e-16,6.500000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.240000000000000000e+02,5.000000000000000000e+01,4.002122009965238192e+01,9.978779900347618081e+00,-2.830960982726713695e-24,6.500000000000000000e+01,5.345000000000000284e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.250000000000000000e+02,5.000000000000000000e+01,3.991726887861434392e+01,1.008273112371620783e+01,-2.330551873091309439e-09,6.500000000000000000e+01,5.347999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
