t,MV,PV,DV
2.910000000000000000e+02,3.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.920000000000000000e+02,3.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
2.930000000000000000e+02,3.000000000000000000e+01,7.496999999999999886e+01,5.000000000000000000e+01
2.940000000000000000e+02,3.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.950000000000000000e+02,3.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.960000000000000000e+02,3.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.970000000000000000e+02,3.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.980000000000000000e+02,3.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
2.990000000000000000e+02,3.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
3.000000000000000000e+02,3.000000000000000000e+01,7.462000000000000455e+01,5.000000000000000000e+01
3.010000000000000000e+02,3.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
3.020000000000000000e+02,3.000000000000000000e+01,7.426999999999999602e+01,5.000000000000000000e+01
3.030000000000000000e+02,3.000000000000000000e+01,7.414000000000000057e+01,5.000000000000000000e+01
3.040000000000000000e+02,3.000000000000000000e+01,7.409999999999999432e+01,5.000000000000000000e+01
3.050000000000000000e+02,3.000000000000000000e+01,7.409999999999999432e+01,5.000000000000000000e+01
3.060000000000000000e+02,3.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
3.070000000000000000e+02,3.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
3.080000000000000000e+02,3.000000000000000000e+01,7.384999999999999432e+01,5.000000000000000000e+01
3.090000000000000000e+02,3.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
3.100000000000000000e+02,3.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
3.110000000000000000e+02,3.000000000000000000e+01,7.368999999999999773e+01,5.000000000000000000e+01
3.120000000000000000e+02,3.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
3.130000000000000000e+02,3.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
3.140000000000000000e+02,3.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
3.150000000000000000e+02,3.000000000000000000e+01,7.314000000000000057e+01,5.000000000000000000e+01
3.160000000000000000e+02,3.000000000000000000e+01,7.310999999999999943e+01,5.000000000000000000e+01
3.170000000000000000e+02,3.000000000000000000e+01,7.306999999999999318e+01,5.000000000000000000e+01
3.180000000000000000e+02,3.000000000000000000e+01,7.284999999999999432e+01,5.000000000000000000e+01
3.190000000000000000e+02,3.000000000000000000e+01,7.278000000000000114e+01,5.000000000000000000e+01
3.200000000000000000e+02,3.000000000000000000e+01,7.256000000000000227e+01,5.000000000000000000e+01
3.210000000000000000e+02,3.000000000000000000e+01,7.245999999999999375e+01,5.000000000000000000e+01
3.220000000000000000e+02,3.000000000000000000e+01,7.232999999999999829e+01,5.000000000000000000e+01
3.230000000000000000e+02,3.000000000000000000e+01,7.214000000000000057e+01,5.000000000000000000e+01
3.240000000000000000e+02,3.000000000000000000e+01,7.214000000000000057e+01,5.000000000000000000e+01
3.250000000000000000e+02,3.000000000000000000e+01,7.187999999999999545e+01,5.000000000000000000e+01
3.260000000000000000e+02,3.000000000000000000e+01,7.181999999999999318e+01,5.000000000000000000e+01
3.270000000000000000e+02,3.000000000000000000e+01,7.181999999999999318e+01,5.000000000000000000e+01
3.280000000000000000e+02,3.000000000000000000e+01,7.153000000000000114e+01,5.000000000000000000e+01
3.290000000000000000e+02,3.000000000000000000e+01,7.148999999999999488e+01,5.000000000000000000e+01
3.300000000000000000e+02,3.000000000000000000e+01,7.126999999999999602e+01,5.000000000000000000e+01
3.310000000000000000e+02,3.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
3.320000000000000000e+02,3.000000000000000000e+01,7.087999999999999545e+01,5.000000000000000000e+01
3.330000000000000000e+02,3.000000000000000000e+01,7.084999999999999432e+01,5.000000000000000000e+01
3.340000000000000000e+02,3.000000000000000000e+01,7.068999999999999773e+01,5.000000000000000000e+01
3.350000000000000000e+02,3.000000000000000000e+01,7.053000000000000114e+01,5.000000000000000000e+01
3.360000000000000000e+02,3.000000000000000000e+01,7.053000000000000114e+01,5.000000000000000000e+01
3.370000000000000000e+02,3.000000000000000000e+01,7.020999999999999375e+01,5.000000000000000000e+01
3.380000000000000000e+02,3.000000000000000000e+01,7.020999999999999375e+01,5.000000000000000000e+01
3.390000000000000000e+02,3.000000000000000000e+01,6.995000000000000284e+01,5.000000000000000000e+01
3.400000000000000000e+02,3.000000000000000000e+01,6.987999999999999545e+01,5.000000000000000000e+01
3.410000000000000000e+02,3.000000000000000000e+01,6.987999999999999545e+01,5.000000000000000000e+01
3.420000000000000000e+02,3.000000000000000000e+01,6.975000000000000000e+01,5.000000000000000000e+01
3.430000000000000000e+02,3.000000000000000000e+01,6.968999999999999773e+01,5.000000000000000000e+01
3.440000000000000000e+02,3.000000000000000000e+01,6.956000000000000227e+01,5.000000000000000000e+01
3.450000000000000000e+02,3.000000000000000000e+01,6.945999999999999375e+01,5.000000000000000000e+01
3.460000000000000000e+02,3.000000000000000000e+01,6.940000000000000568e+01,5.000000000000000000e+01
3.470000000000000000e+02,3.000000000000000000e+01,6.937000000000000455e+01,5.000000000000000000e+01
3.480000000000000000e+02,3.000000000000000000e+01,6.926999999999999602e+01,5.000000000000000000e+01
3.490000000000000000e+02,3.000000000000000000e+01,6.923999999999999488e+01,5.000000000000000000e+01
3.500000000000000000e+02,3.000000000000000000e+01,6.923999999999999488e+01,5.000000000000000000e+01
3.510000000000000000e+02,3.000000000000000000e+01,6.923999999999999488e+01,5.000000000000000000e+01
3.520000000000000000e+02,3.000000000000000000e+01,6.923999999999999488e+01,5.000000000000000000e+01
3.530000000000000000e+02,3.000000000000000000e+01,6.923999999999999488e+01,5.000000000000000000e+01
3.540000000000000000e+02,3.000000000000000000e+01,6.895000000000000284e+01,5.000000000000000000e+01
3.550000000000000000e+02,3.000000000000000000e+01,6.892000000000000171e+01,5.000000000000000000e+01
3.560000000000000000e+02,3.000000000000000000e+01,6.892000000000000171e+01,5.000000000000000000e+01
3.570000000000000000e+02,3.000000000000000000e+01,6.892000000000000171e+01,5.000000000000000000e+01
3.580000000000000000e+02,3.000000000000000000e+01,6.875000000000000000e+01,5.000000000000000000e+01
3.590000000000000000e+02,3.000000000000000000e+01,6.871999999999999886e+01,5.000000000000000000e+01
3.600000000000000000e+02,3.000000000000000000e+01,6.859000000000000341e+01,5.000000000000000000e+01
3.610000000000000000e+02,3.000000000000000000e+01,6.859000000000000341e+01,5.000000000000000000e+01
3.620000000000000000e+02,3.000000000000000000e+01,6.859000000000000341e+01,5.000000000000000000e+01
3.630000000000000000e+02,3.000000000000000000e+01,6.840000000000000568e+01,5.000000000000000000e+01
3.640000000000000000e+02,3.000000000000000000e+01,6.826999999999999602e+01,5.000000000000000000e+01
3.650000000000000000e+02,3.000000000000000000e+01,6.826999999999999602e+01,5.000000000000000000e+01
3.660000000000000000e+02,3.000000000000000000e+01,6.826999999999999602e+01,5.000000000000000000e+01
3.670000000000000000e+02,3.000000000000000000e+01,6.826999999999999602e+01,5.000000000000000000e+01
3.680000000000000000e+02,3.000000000000000000e+01,6.798000000000000398e+01,5.000000000000000000e+01
3.690000000000000000e+02,3.000000000000000000e+01,6.798000000000000398e+01,5.000000000000000000e+01
3.700000000000000000e+02,3.000000000000000000e+01,6.795000000000000284e+01,5.000000000000000000e+01
3.710000000000000000e+02,3.000000000000000000e+01,6.795000000000000284e+01,5.000000000000000000e+01
3.720000000000000000e+02,3.000000000000000000e+01,6.787999999999999545e+01,5.000000000000000000e+01
3.730000000000000000e+02,3.000000000000000000e+01,6.771999999999999886e+01,5.000000000000000000e+01
3.740000000000000000e+02,3.000000000000000000e+01,6.762999999999999545e+01,5.000000000000000000e+01
3.750000000000000000e+02,3.000000000000000000e+01,6.762999999999999545e+01,5.000000000000000000e+01
3.760000000000000000e+02,3.000000000000000000e+01,6.762999999999999545e+01,5.000000000000000000e+01
3.770000000000000000e+02,3.000000000000000000e+01,6.734000000000000341e+01,5.000000000000000000e+01
3.780000000000000000e+02,3.000000000000000000e+01,6.729999999999999716e+01,5.000000000000000000e+01
3.790000000000000000e+02,3.000000000000000000e+01,6.729999999999999716e+01,5.000000000000000000e+01
3.800000000000000000e+02,3.000000000000000000e+01,6.729999999999999716e+01,5.000000000000000000e+01
3.810000000000000000e+02,3.000000000000000000e+01,6.718000000000000682e+01,5.000000000000000000e+01
3.820000000000000000e+02,3.000000000000000000e+01,6.698000000000000398e+01,5.000000000000000000e+01
3.830000000000000000e+02,3.000000000000000000e+01,6.698000000000000398e+01,5.000000000000000000e+01
3.840000000000000000e+02,3.000000000000000000e+01,6.689000000000000057e+01,5.000000000000000000e+01
3.850000000000000000e+02,3.000000000000000000e+01,6.665999999999999659e+01,5.000000000000000000e+01
3.860000000000000000e+02,3.000000000000000000e+01,6.665999999999999659e+01,5.000000000000000000e+01
3.870000000000000000e+02,3.000000000000000000e+01,6.665999999999999659e+01,5.000000000000000000e+01
3.880000000000000000e+02,3.000000000000000000e+01,6.665999999999999659e+01,5.000000000000000000e+01
3.890000000000000000e+02,3.000000000000000000e+01,6.662999999999999545e+01,5.000000000000000000e+01
3.900000000000000000e+02,3.000000000000000000e+01,6.656000000000000227e+01,5.000000000000000000e+01
3.910000000000000000e+02,3.000000000000000000e+01,6.650000000000000000e+01,5.000000000000000000e+01
3.920000000000000000e+02,3.000000000000000000e+01,6.637000000000000455e+01,5.000000000000000000e+01
3.930000000000000000e+02,3.000000000000000000e+01,6.634000000000000341e+01,5.000000000000000000e+01
3.940000000000000000e+02,3.000000000000000000e+01,6.634000000000000341e+01,5.000000000000000000e+01
3.950000000000000000e+02,3.000000000000000000e+01,6.634000000000000341e+01,5.000000000000000000e+01
3.960000000000000000e+02,3.000000000000000000e+01,6.631000000000000227e+01,5.000000000000000000e+01
3.970000000000000000e+02,3.000000000000000000e+01,6.614000000000000057e+01,5.000000000000000000e+01
3.980000000000000000e+02,3.000000000000000000e+01,6.601999999999999602e+01,5.000000000000000000e+01
3.990000000000000000e+02,3.000000000000000000e+01,6.601999999999999602e+01,5.000000000000000000e+01
4.000000000000000000e+02,3.000000000000000000e+01,6.601999999999999602e+01,5.000000000000000000e+01
4.010000000000000000e+02,3.000000000000000000e+01,6.598000000000000398e+01,5.000000000000000000e+01
4.020000000000000000e+02,3.000000000000000000e+01,6.595000000000000284e+01,5.000000000000000000e+01
4.030000000000000000e+02,3.000000000000000000e+01,6.584999999999999432e+01,5.000000000000000000e+01
4.040000000000000000e+02,3.000000000000000000e+01,6.576000000000000512e+01,5.000000000000000000e+01
4.050000000000000000e+02,3.000000000000000000e+01,6.576000000000000512e+01,5.000000000000000000e+01
4.060000000000000000e+02,3.000000000000000000e+01,6.568999999999999773e+01,5.000000000000000000e+01
4.070000000000000000e+02,3.000000000000000000e+01,6.568999999999999773e+01,5.000000000000000000e+01
4.080000000000000000e+02,3.000000000000000000e+01,6.568999999999999773e+01,5.000000000000000000e+01
4.090000000000000000e+02,3.000000000000000000e+01,6.546999999999999886e+01,5.000000000000000000e+01
4.100000000000000000e+02,3.000000000000000000e+01,6.537000000000000455e+01,5.000000000000000000e+01
4.110000000000000000e+02,3.000000000000000000e+01,6.537000000000000455e+01,5.000000000000000000e+01
4.120000000000000000e+02,3.000000000000000000e+01,6.537000000000000455e+01,5.000000000000000000e+01
4.130000000000000000e+02,3.000000000000000000e+01,6.537000000000000455e+01,5.000000000000000000e+01
4.140000000000000000e+02,3.000000000000000000e+01,6.537000000000000455e+01,5.000000000000000000e+01
4.150000000000000000e+02,3.000000000000000000e+01,6.537000000000000455e+01,5.000000000000000000e+01
4.160000000000000000e+02,3.000000000000000000e+01,6.520999999999999375e+01,5.000000000000000000e+01
4.170000000000000000e+02,3.000000000000000000e+01,6.510999999999999943e+01,5.000000000000000000e+01
4.180000000000000000e+02,3.000000000000000000e+01,6.504999999999999716e+01,5.000000000000000000e+01
4.190000000000000000e+02,3.000000000000000000e+01,6.504999999999999716e+01,5.000000000000000000e+01
4.200000000000000000e+02,3.000000000000000000e+01,6.504999999999999716e+01,5.000000000000000000e+01
4.210000000000000000e+02,3.000000000000000000e+01,6.476000000000000512e+01,5.000000000000000000e+01
4.220000000000000000e+02,3.000000000000000000e+01,6.476000000000000512e+01,5.000000000000000000e+01
4.230000000000000000e+02,3.000000000000000000e+01,6.473000000000000398e+01,5.000000000000000000e+01
4.240000000000000000e+02,3.000000000000000000e+01,6.473000000000000398e+01,5.000000000000000000e+01
4.250000000000000000e+02,3.000000000000000000e+01,6.465999999999999659e+01,5.000000000000000000e+01
4.260000000000000000e+02,3.000000000000000000e+01,6.465999999999999659e+01,5.000000000000000000e+01
4.270000000000000000e+02,3.000000000000000000e+01,6.473000000000000398e+01,5.000000000000000000e+01
4.280000000000000000e+02,3.000000000000000000e+01,6.473000000000000398e+01,5.000000000000000000e+01
4.290000000000000000e+02,3.000000000000000000e+01,6.468999999999999773e+01,5.000000000000000000e+01
4.300000000000000000e+02,3.000000000000000000e+01,6.473000000000000398e+01,5.000000000000000000e+01
4.310000000000000000e+02,3.000000000000000000e+01,6.468999999999999773e+01,5.000000000000000000e+01
4.320000000000000000e+02,3.000000000000000000e+01,6.456999999999999318e+01,5.000000000000000000e+01
4.330000000000000000e+02,3.000000000000000000e+01,6.446999999999999886e+01,5.000000000000000000e+01
4.340000000000000000e+02,3.000000000000000000e+01,6.440000000000000568e+01,5.000000000000000000e+01
4.350000000000000000e+02,3.000000000000000000e+01,6.440000000000000568e+01,5.000000000000000000e+01
4.360000000000000000e+02,3.000000000000000000e+01,6.440000000000000568e+01,5.000000000000000000e+01
4.370000000000000000e+02,3.000000000000000000e+01,6.440000000000000568e+01,5.000000000000000000e+01
4.380000000000000000e+02,3.000000000000000000e+01,6.440000000000000568e+01,5.000000000000000000e+01
4.390000000000000000e+02,3.000000000000000000e+01,6.440000000000000568e+01,5.000000000000000000e+01
4.400000000000000000e+02,3.000000000000000000e+01,6.431000000000000227e+01,5.000000000000000000e+01
4.410000000000000000e+02,3.000000000000000000e+01,6.418000000000000682e+01,5.000000000000000000e+01
4.420000000000000000e+02,3.000000000000000000e+01,6.407999999999999829e+01,5.000000000000000000e+01
4.430000000000000000e+02,3.000000000000000000e+01,6.407999999999999829e+01,5.000000000000000000e+01
4.440000000000000000e+02,3.000000000000000000e+01,6.395000000000000284e+01,5.000000000000000000e+01
4.450000000000000000e+02,3.000000000000000000e+01,6.375999999999999801e+01,5.000000000000000000e+01
4.460000000000000000e+02,3.000000000000000000e+01,6.375999999999999801e+01,5.000000000000000000e+01
4.470000000000000000e+02,3.000000000000000000e+01,6.375999999999999801e+01,5.000000000000000000e+01
4.480000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.490000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.500000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.510000000000000000e+02,3.000000000000000000e+01,6.340999999999999659e+01,5.000000000000000000e+01
4.520000000000000000e+02,3.000000000000000000e+01,6.340999999999999659e+01,5.000000000000000000e+01
4.530000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.540000000000000000e+02,3.000000000000000000e+01,6.331000000000000227e+01,5.000000000000000000e+01
4.550000000000000000e+02,3.000000000000000000e+01,6.334000000000000341e+01,5.000000000000000000e+01
4.560000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.570000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.580000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.590000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.600000000000000000e+02,3.000000000000000000e+01,6.343999999999999773e+01,5.000000000000000000e+01
4.610000000000000000e+02,3.000000000000000000e+01,6.324000000000000199e+01,5.000000000000000000e+01
4.620000000000000000e+02,3.000000000000000000e+01,6.314999999999999858e+01,5.000000000000000000e+01
4.630000000000000000e+02,3.000000000000000000e+01,6.314999999999999858e+01,5.000000000000000000e+01
4.640000000000000000e+02,3.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
4.650000000000000000e+02,3.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
4.660000000000000000e+02,3.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
4.670000000000000000e+02,3.000000000000000000e+01,6.289000000000000057e+01,5.000000000000000000e+01
4.680000000000000000e+02,3.000000000000000000e+01,6.304999999999999716e+01,5.000000000000000000e+01
4.690000000000000000e+02,3.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
4.700000000000000000e+02,3.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
4.710000000000000000e+02,3.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
4.720000000000000000e+02,3.000000000000000000e+01,6.311999999999999744e+01,5.000000000000000000e+01
4.730000000000000000e+02,3.000000000000000000e+01,6.307999999999999829e+01,5.000000000000000000e+01
4.740000000000000000e+02,3.000000000000000000e+01,6.307999999999999829e+01,5.000000000000000000e+01
4.750000000000000000e+02,3.000000000000000000e+01,6.299000000000000199e+01,5.000000000000000000e+01
4.760000000000000000e+02,3.000000000000000000e+01,6.282999999999999829e+01,5.000000000000000000e+01
4.770000000000000000e+02,3.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
4.780000000000000000e+02,3.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
4.790000000000000000e+02,3.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
4.800000000000000000e+02,3.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
4.810000000000000000e+02,3.000000000000000000e+01,6.275999999999999801e+01,5.000000000000000000e+01
4.820000000000000000e+02,3.000000000000000000e+01,6.265999999999999659e+01,5.000000000000000000e+01
4.830000000000000000e+02,3.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
4.840000000000000000e+02,3.000000000000000000e+01,6.278999999999999915e+01,5.000000000000000000e+01
4.850000000000000000e+02,3.000000000000000000e+01,6.265999999999999659e+01,5.000000000000000000e+01
4.860000000000000000e+02,3.000000000000000000e+01,6.260000000000000142e+01,5.000000000000000000e+01
4.870000000000000000e+02,3.000000000000000000e+01,6.257000000000000028e+01,5.000000000000000000e+01
4.880000000000000000e+02,3.000000000000000000e+01,6.257000000000000028e+01,5.000000000000000000e+01
4.890000000000000000e+02,3.000000000000000000e+01,6.257000000000000028e+01,5.000000000000000000e+01
4.900000000000000000e+02,3.000000000000000000e+01,6.250000000000000000e+01,5.000000000000000000e+01
4.910000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
4.920000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
4.930000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
4.940000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
4.950000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
4.960000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
4.970000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
4.980000000000000000e+02,3.000000000000000000e+01,6.246999999999999886e+01,5.000000000000000000e+01
